textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold
KEREN BNGTT❤,@Anisa_dwlfnty25,0,2024-06-30 08:35:05,keren bngtt,positive
"Ya Allah anak-anakku. Saya sebagai seorang guru sangat terharu dan bangga masih banyak anak-anak bangsa yang sangat pintar dan berprestasi. Terharu dengan perjuangan kalian, orang tua dan juga guru-guru kalian. Semoga sukses di masa depan ya anak-anak. ❤❤❤",@colorfullulalilo,67,2024-07-11 15:36:51,ya allah anak anakku saya sebagai seorang guru sangat terharu dan bangga masih banyak anak anak bangsa yang sangat pintar dan berprestasi terharu dengan perjuangan kalian orang tua dan juga guru guru kalian semoga sukses di masa depan ya anak anak,positive
Yang cinlok shakira sama alfie 😩😩,@Cityyout,0,2024-06-29 13:16:28,yang cinlok shakira sama alfie,neutral
"even lu pada ga lolos babak selanjutnya, gua yakin lu pada tetap aja lebih pintar daripada gua 😭",@paulsdaily,0,2024-06-30 06:03:48,even lu pada tidak lolos babak selanjutnya gua yakin lu pada tetap saja lebih pintar daripada gua,positive
"Ga nyangka banget ada universitas dari negara lain, apalagi melongo waktu ada kaist sama oxford wkwkwk.",@bocilkematian9692,20,2024-06-29 12:12:44,tidak nyangka banget ada universitas dari negara lain apalagi melongo waktu ada kaist sama oxford wkwkwk,positive
Asli pas awal nangis sedih knp dulu pas kuliah gk bisa kyak gitu ya.. jdi anak berprestasi udh mencoba tpi ya belum jalannya.. btw ada anak kimia unpad. Keren semangat ya.. ❤,@risaaa8863,0,2024-07-01 14:21:36,asli pas awal nangis sedih kenapa dulu pas kuliah tidak bisa kyak gitu ya jadi anak berprestasi sudah mencoba tapi ya belum jalannya btw ada anak kimia unpad keren semangat ya,positive
"Viralkan, ini anak pinter2 no drama lagi ❤",@asihmuliawati367,0,2024-07-04 15:39:51,viralkan ini anak pinter no drama lagi,positive
"Kalo gua ikut disitu, gua langsung keluar.. sebaat .puyeng",@zikowian5731,0,2024-07-11 18:16:32,kalau gua ikut disitu gua langsung keluar sebaat puyeng,negative
ihh keren bgt...,@reniluviana2840,0,2024-06-29 14:46:49,ihh keren bgt,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1635"">27:15</a> wajahnya brian adem ngomongnya juga halus 😮 bakal jadi dokter kesayangan ini 😂",@_nin00,0,2024-07-02 11:18:32,a href wajahnya brian adem ngomongnya juga halus bakal jadi dokter kesayangan ini,positive
Tolong kedepanya kalau lagi ngejelasin caranya jangan dicepetin dong pengin ngerti juga😂,@awan00558,0,2024-06-30 11:41:10,tolong kedepanya kalau lagi ngejelasin caranya jangan dicepetin dong pengin ngerti juga,neutral
kereen,@potato_potaa9810,0,2024-06-29 15:15:47,kereen,positive
tontonan keren,@ermawantidwi8585,0,2024-07-02 13:57:43,tontonan keren,positive
"Kerenn&quot; Kaliannnn,mau gimanapun hasilnya kaliann hebat dibidang kalian masing&quot;",@Lingling-arc,0,2024-07-01 23:38:07,kerenn quot kaliann mau gimanapun hasilnya kaliann hebat dibidang kalian masing quot,positive
Kenapa yossi dari UI gak ada GPAnya???,@indahfujiastutik4616,0,2024-07-06 04:25:37,kenapa yossi dari ui tidak ada gpanya,negative
Anjir kl gue disana pasti cuma jadi beban wkwkwk,@iketriani9181,0,2024-07-06 14:14:40,anjir kl gue disana pasti cuma jadi beban wkwkwk,negative
Yes and their crash games are pretty cool too started on a recommendation from a friend and now I’m hooked,@MevlutNevzat,0,2024-08-04 04:59:33,yes and their crash games are pretty cool too started on a recommendation from a friend and now i m hooked,positive
Sarah cantik bgt,@alfizikri7652,0,2024-07-13 15:00:27,sarah cantik banget,positive
melihat ini saya semakin yakin eksistensi saya di kampus hanya untuk memajukan UMKM,@user-vr7mc7nk2j,0,2024-07-07 14:09:05,melihat ini saya semakin yakin eksistensi saya di kampus hanya untuk memajukan umkm,positive
Kenapa yaa kalo chindo  pasti medok bahasanya,@raudahmadi810,0,2024-07-07 04:47:53,kenapa yaa kalau chindo pasti medok bahasanya,negative
Just go back here.. ❤❤❤,@hardiyantiharun999,0,2024-09-30 11:20:37,just go back here,negative
mereka keren&quot; banget siii😭👏🏻🔥🔥,@laurensiamariska8649,0,2024-07-03 12:09:55,mereka keren quot banget sii,positive
Lagi nunggu trending nih acara,@iniaenii_id,0,2024-07-13 05:38:03,lagi nunggu trending nih acara,neutral
Ternyata di kuliah aku hanya pelengkap swkwkwk😅,@sellaaryati9941,0,2024-07-10 01:45:07,ternyata di kuliah aku hanya pelengkap swkwkwk,negative
"SEMANGAT TERUS KAKAK, WALAUPUN GA TERPILIH KALIAN MASUK DISITU AJA TUH DAH HEBAT BANGETT🔥🔥🔥",@ssskyy_,1,2024-06-30 10:08:04,semangat terus kakak walaupun tidak terpilih kalian masuk disitu saja tuh dah hebat bangett,positive
semogaaaaa pintanyaaaaa nularrrrr 😣😣😣☝️,@olanhutagalung6718,0,2024-07-10 15:12:45,semogaa pintanyaa nularr,negative
seruuuuu bangettttttttt,@callistatiara664,1,2024-06-29 13:16:58,seruu bangett,positive
"semoga soalnya bisa ditampilkan di youtube, sehingga bisa di SS untuk dicoba juga sambil nonton wkwkkw",@DelapanMerah-d5x,0,2024-06-30 03:52:54,semoga soalnya bisa ditampilkan di youtube sehingga bisa di ss untuk dicoba juga sambil nonton wkwkkw,positive
nanaaa kamu kenapa mundur huhu,@koukicosmic393,0,2024-06-29 14:12:36,nanaa kamu kenapa mundur huhu,negative
Keren sih acaranya,@sobatanimasi528,0,2024-07-04 14:49:50,keren sih acaranya,positive
Waktu pengerjaan disertai jam nya dong,@cp.rozaqi1034,0,2024-06-30 05:02:40,waktu pengerjaan disertai jam nya dong,negative
Keren woy,@imfitrii,0,2024-07-02 02:12:52,keren woy,positive
semoga bisa mengubah negeri ini ya kakak kakak.,@riezanaz,0,2024-07-02 08:24:01,semoga bisa mengubah negeri ini ya kakak kakak,positive
Masyaallah keren keren bangetttttt kaliannnnnn ❤,@selvafina30,0,2024-06-29 17:02:57,masyaallah keren keren bangett kaliann,positive
kangenn jadi nonton lagii,@AlzahraAsila,2,2025-02-01 11:23:16,kangenn jadi nonton lagii,neutral
"Xaviera yang dari KAIST,Korea Selatan masuk di episode berapa ya?",@Dinda_Sehun,0,2024-07-06 14:38:13,xaviera yang dari kaist korea selatan masuk di episode berapa ya,neutral
KEREN BANGET PLIS ACARA YANG KAYAK GINI WAJIB VIRAL,@fedyaaira9079,0,2024-06-29 13:08:22,keren banget plis acara yang seperti gini wajib viral,positive
sebenarnya saya gak terlalu mengerti tapi suka aha lihatnya MANTAP 😊,@jum21zaid,0,2024-07-06 11:06:38,sebenarnya saya tidak terlalu mengerti tapi suka aha lihatnya mantap,positive
"Miinn ini udah bagus tp sayang games nya kurang ke highlight, berasa bgt highlight pesertanya aja. Mungkin bisa nih displit gamesnya ga perlu terlalu lama barengan sama tayangan pesertanya lagi ngerjain, biar audience juga bisa liat/ikutan ngitung jugaa 🎉",@chocoberryvanilla9703,0,2024-06-30 00:28:00,miinn ini sudah bagus tapi sayang games nya kurang ke highlight berasa banget highlight pesertanya aja mungkin bisa nih displit gamesnya tidak perlu terlalu lama barengan sama tayangan pesertanya lagi ngerjain biar audience juga bisa liat ikutan ngitung jugaa,negative
gilak itb,@kennedyfernando-tz6hu,0,2024-06-29 11:58:25,gilak itb,positive
Wajibbb trendinggg,@shalomsampouw0313,0,2024-06-30 10:17:17,wajibb trendingg,positive
SUMPAH SERUUU TW,@axlivory08,0,2024-06-29 14:30:31,sumpah seruu tw,positive
Somaga selalu ada acara yg seperti ini.❤,@mulyanisaragih,0,2024-07-09 02:46:33,somaga selalu ada acara yang seperti ini,neutral
Semoga anak ku di masa dpen bisa seperti mereka amin ya Allah,@AnnisaAnnisa-d8e,0,2024-07-06 04:35:32,semoga anak ku di masa dpen bisa seperti mereka amin ya allah,positive
Ronde K 2 ternyata <br>360:4 = 90<br>90x18= 1620<br>1620-2 = 1618 😁,@Chandrika.dewi07,1,2024-07-01 05:59:02,ronde k ternyata x,neutral
"merinding banget sepanjang nonton, kalian hebat banget sudah sampai dititik ini",@intantania6605,0,2024-07-01 05:54:51,merinding banget sepanjang nonton kalian hebat banget sudah sampai dititik ini,positive
Ronde ke 2 Ada Impostor🔥,@SkyrKane,0,2024-07-21 13:58:01,ronde ke ada impostor,neutral
Ini para mahasiswa yg diundang untuk ikut class of Champions ini min?,@abirahmanalfaruq927,1,2024-07-02 00:13:18,ini para mahasiswa yang diundang untuk ikut class of champions ini min,neutral
Banyakin acara seperti ini mendidik dan memberikan motivasi untuk anak2 sekolah lain untuk seperti mereka 🥰,@perinadea4543,0,2024-07-10 10:56:07,banyakin acara seperti ini mendidik dan memberikan motivasi untuk anak sekolah lain untuk seperti mereka,positive
KEREN BANGET MEREKAAA!!! GACORRRRR,@Dindaherr,0,2024-06-30 14:16:54,keren banget merekaa gacorr,positive
Bukti bahwa yg tembus belasan jurnal scopus bukan kaleng2 sih. 👍👍👍👍🔥🔥,@sinonggikanji5359,0,2024-07-02 12:39:44,bukti bahwa yang tembus belasan jurnal scopus bukan kaleng sih,negative
KEREEEEN RUANG GURU,@trisnaikafitri850,0,2024-06-29 14:31:19,kereen ruang guru,positive
Maxwell medok tenan,@zapri,1,2024-06-29 15:00:43,maxwell medok tenan,negative
Kampus pendidikan gigit jari... ayok semangat mahasiswa nya untuk berprestasi lagi,@diahpuspitasari1528,0,2024-07-17 13:43:31,kampus pendidikan gigit jari ayok semangat mahasiswa nya untuk berprestasi lagi,positive
Ada gk sih tontonan edukatif untuk anak 2 thun. Dari pda nton gadget gk tau mau nton apa yg bgus,@silviyanacarolin1030,0,2024-07-16 03:03:10,ada tidak sih tontonan edukatif untuk anak thun dari pda nton gadget tidak tau mau nton apa yang bgus,neutral
Versi indonya udah tayang🎉,@ameliadewi606,0,2024-06-30 02:59:07,versi indonya sudah tayang,positive
"How proud we are, Indonesia sebenarnya punya banyak talenta2 berprestasi yg luar biasa.",@tuankacamata6303,0,2024-07-01 01:32:07,how proud we are indonesia sebenarnya punya banyak talenta berprestasi yang luar biasa,positive
Kenapa nonton ini seruu banget 😍😍😍,@yuanawa,0,2024-07-01 02:24:57,kenapa nonton ini seruu banget,positive
semoga di masa depan kaya mereka,@hM-ge9uj,0,2024-06-30 06:59:40,semoga di masa depan kaya mereka,positive
"Walaupun kelupaan ga nonton langsung, please acaranya seru bangeett!! Tolongggg di perbanyak acara bermanfaat kaya gini dong!!!",@ditsugarr,3,2024-06-30 03:44:12,walaupun kelupaan tidak nonton langsung please acaranya seru bangeett tolongg di perbanyak acara bermanfaat kaya gini dong,positive
aku 40 mnit isinya merinding smuaaaaa😢,@asifarisqiana9577,0,2024-06-30 02:30:32,aku mnit isinya merinding smuaa,positive
Maxwell cindo surabaya barat banget medoknya 😂,@mbakculudt17,0,2024-06-30 05:12:13,maxwell cindo surabaya barat banget medoknya,negative
Sumpah seru banget 😢❤,@SyahrulEffendi-mo3rf,0,2024-07-03 00:38:01,sumpah seru banget,positive
Kerenn,@abisuryap219,0,2024-07-02 13:06:54,kerenn,positive
Ih udah 1jt kok belum trending😩🥲,@Mominonom,1,2024-06-30 06:51:22,ih sudah jt kok belum trending,neutral
Yukk jadikan ini Tranding YouTube tahun 2024 ini karena ini adalah tontonan yang sangat berkualitas,@miftahfauzi311,0,2024-07-02 02:40:48,yukk jadikan ini tranding youtube tahun ini karena ini adalah tontonan yang sangat berkualitas,positive
Pliss jangan takut di hujat yang ga lolos keren yang lolos juga keren kalian semua penerus bangsa yang membanggakan bangetttt,@donisetiawan2664,0,2024-06-30 03:01:16,pliss jangan takut di hujat yang tidak lolos keren yang lolos juga keren kalian semua penerus bangsa yang membanggakan bangett,positive
"Walaupun menjadi seorang yang sebatas menyaksikan doang, tetap kerasa aura persaingannya❤❤❤",@mahmudahain9943,0,2024-07-07 05:26:44,walaupun menjadi seorang yang sebatas menyaksikan doang tetap kerasa aura persaingannya,neutral
Keren acara nya. Bravo Ruang Gury,@Aslyee-cl2uz,0,2024-06-30 04:35:50,keren acara nya bravo ruang gury,positive
HR Recruiter sedang memantau...,@dedyrizkiawanahmad1737,0,2024-07-12 14:13:10,hr recruiter sedang memantau,neutral
Kren bgtt paraaahhhhhh!!!,@nurmilajasia6996,0,2024-07-11 18:08:20,kren banget paraahh,positive
"Pliiisss acara keren gini yg harus UP juga di televisi indonesia juga dong, biar gak sinetron mulu",@f-oktavia9554,0,2024-06-30 00:46:33,pliiss acara keren gini yang harus up juga di televisi indonesia juga dong biar tidak sinetron mulu,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1585"">26:25</a> MC ITB COYYY🔥🔥🔥🔥",@plntdrwsn,0,2024-06-29 17:08:34,a href mc itb coyy,neutral
Siap mendukung undip,@elzav4244,0,2024-06-29 11:32:02,siap mendukung undip,positive
SDM tinggi📈,@stewart2733,1,2024-07-13 12:44:40,sdm tinggi,neutral
Yang bocah2 bisa masuk sekolah unggulan tapi pake duit orang tua tapi aslinya kosong suruh ikutan kaya gini menangis,@Sandisaputro481,0,2024-07-10 13:11:22,yang bocah bisa masuk sekolah unggulan tapi pake duit orang tua tapi aslinya kosong suruh ikutan kaya gini menangis,negative
UNAIR AYOOOOO REK,@diandrasaf,0,2024-06-29 11:47:57,unair ayoo rek,positive
Masih tetep nonton walaupun udah tamat 😢 pliss tahun depan ada lagi,@MufidaAfinan,0,2024-09-30 18:52:17,masih tetep nonton walaupun sudah tamat pliss tahun depan ada lagi,positive
di ruang guru ini ada juga kan??,@onyourvier,0,2024-06-29 12:55:29,di ruang guru ini ada juga kan,neutral
Wow deg deg an,@ramadhanbintang,0,2024-07-07 17:09:33,wow deg deg an,positive
Gue yg soal pertama ngang nging ngang nging. Soal kedua ngeri. Soal ketiga astagfirullah 😭😭,@Xxxx-ux6oc,0,2024-07-02 03:04:44,gue yang soal pertama ngang nging ngang nging soal kedua ngeri soal ketiga astagfirullah,negative
Konten yang bagus 👏,@RahmattDayatt,0,2024-07-01 13:26:25,konten yang bagus,positive
GA SABAR KELANJUTANNYA😭😭,@devinamaaa,0,2024-06-29 13:41:36,tidak sabar kelanjutannya,positive
"aduh kok aku yang degdegan, kakak-kakak keren sekaliiii",@luluuuu4809,0,2024-06-30 01:43:59,aduh kok aku yang degdegan kakak kakak keren sekalii,positive
Pas Nana namanya ngga disebut jirr,@illumiha_,0,2024-07-05 14:20:44,pas nana namanya tidak disebut jirr,neutral
KERENNNN,@Coffelatte27,0,2024-07-06 13:56:56,kerenn,positive
Acara2 Gini dong yg Trending,@3n032,0,2024-06-30 11:20:33,acara gini dong yang trending,positive
Walaupun ter eliminasi kalian udah pintar keren 😊🎉,@nenengAyya,0,2024-06-30 04:52:12,walaupun ter eliminasi kalian sudah pintar keren,positive
Kereeeennn ga kalah sama university war👍👍👍👍,@Suci_rhEl-handa,0,2024-06-30 02:49:29,kereenn tidak kalah sama university war,positive
Kok gak trending ya? 😂,@anipwibowo8033,0,2024-06-30 11:19:42,kok tidak trending ya,neutral
"KA AK LIATNYA AJA PUYENG SI, ga expect ruangguru adain kek gini keren si and proud of all !❤❤",@supendisupendi6372,0,2024-07-02 12:29:59,ka ak liatnya saja puyeng si tidak expect ruangguru adain kek gini keren si and proud of all,positive
Please undang ibnu sina batam,@nabasyayan,0,2024-06-30 16:01:03,please undang ibnu sina batam,positive
"Perlu banget nih memperbanyak acara2 seperti ini untuk memberikan tontonan yang menghibur sekaligus mengedukasi warga Indonesia dengan ilmu, pengetahuan, informasi, teknologi, logika dan nalar. Jadi tidak hanya pelajar, mahasiswa atau generasi muda yang bisa menonton acara ini, tapi generasi senior juga pasti sangat senang bisa menonton acara seperti ini. Sekedar usulan juga dong, pada saat setiap challenge, kalo boleh pertanyaan2 yang diajukan ke kontestan boleh ditunjukkan juga kepada kami pemirsa yang menonton acara ini di kanal RuangGuru, agar kami juga bisa ikut mencari jawaban dan menghitung berapa lama kami mengerjakan soal2 yang diajukan. Kayaknya bakalan seru juga kalo kita di rumah jadi ikut bermain dan berhitung. Hitung-hitung mengasah otak lagi nih yang udah lama ngga makan bangku kuliah . Mudah2an banyak yang setuju dengan usulan ini 😊😉",@lindafitrina3168,100,2024-07-01 04:01:40,perlu banget nih memperbanyak acara seperti ini untuk memberikan tontonan yang menghibur sekaligus mengedukasi warga indonesia dengan ilmu pengetahuan informasi teknologi logika dan nalar jadi tidak hanya pelajar mahasiswa atau generasi muda yang bisa menonton acara ini tapi generasi senior juga pasti sangat senang bisa menonton acara seperti ini sekedar usulan juga dong pada saat setiap challenge kalau boleh pertanyaan yang diajukan ke kontestan boleh ditunjukkan juga kepada kami pemirsa yang menonton acara ini di kanal ruangguru agar kami juga bisa ikut mencari jawaban dan menghitung berapa lama kami mengerjakan soal yang diajukan kayaknya bakalan seru juga kalau kita di rumah jadi ikut bermain dan berhitung hitung hitung mengasah otak lagi nih yang sudah lama tidak makan bangku kuliah mudahan banyak yang setuju dengan usulan ini,positive
Suka banget lihat program pertandingan otak kayak gini. Semoga acara gini semakin banyak di Indonesia,@sitinurulhidayah9620,3,2024-06-30 07:22:55,suka banget lihat program pertandingan otak seperti gini semoga acara gini semakin banyak di indonesia,positive
YESAYA NGESELIN PLIZZZ😊,@jennierubyjane1001,0,2024-06-30 03:41:59,yesaya ngeselin plizz,negative
very excited,@nurinpuspita4628,0,2024-07-01 15:13:49,very excited,positive
Semua peserta keren&quot; bgttt,@risaayusafitri4061,0,2024-06-29 13:30:04,semua peserta keren quot bgtt,positive
ngitungnya bneran logika ya... Ronde 2 nglogika kreatif jg pola yg jumlah angkanya sama 18. Kereennnn bgt 🎉,@kepoaja4052,0,2024-07-18 04:46:42,ngitungnya bneran logika ya ronde nglogika kreatif juga pola yang jumlah angkanya sama kereenn banget,positive
Makin seruu keren banget,@pandenakicky5130,0,2024-06-29 14:53:37,makin seruu keren banget,positive
Pinter²bgt pwiss 😓😓,@Urlove.yumeii,1,2024-07-01 13:38:01,pinter²bgt pwiss,positive
Ketar ketir liat prestasinya,@KenziaMaulana,0,2024-06-30 05:34:16,ketar ketir liat prestasinya,negative
Please jangan ada settingan😊,@yultomtompo5301,0,2024-06-30 20:15:41,please jangan ada settingan,negative
AAAA BABAK SELANJUTNYA KAPAN,@qurrotaayun5874,0,2024-06-29 23:53:53,aa babak selanjutnya kapan,neutral
SUMPAH BARU INTRO UDAH MERINDING SEBADANG NGELIAT ORANG ORANG KEREN INII,@fajranafisa9030,1,2024-06-29 13:39:07,sumpah baru intro sudah merinding sebadang ngeliat orang orang keren inii,positive
Ikut deg&quot; kan..padahal nggak ikut ujiannya..tapi keren sih..lanjutkan..sukses selalu ruang guru ❤,@martatiyahani4655,1,2024-07-06 01:39:18,ikut deg quot kan padahal tidak ikut ujiannya tapi keren sih lanjutkan sukses selalu ruang guru,positive
Gue jadi minder,@zulfinurul2877,0,2024-07-03 03:26:44,gue jadi minder,negative
Kerennn harusss trendingggg,@salmazakiyyah4351,0,2024-06-30 07:10:04,kerenn haruss trendingg,positive
Degdegan tapi ada sedihnyaa jugaa. Seruuu bngtttt asliiii liatjyaaa😁😁,@deviambarsari3553,0,2024-07-01 10:34:53,degdegan tapi ada sedihnyaa jugaa seruu bngtt aslii liatjyaa,neutral
"gokilllll parah acaranya, semoga ini permulaan acara berkualitas di Indonesia muncul kmbali",@nagiseishiro-n5k,0,2024-06-30 11:41:57,gokill parah acaranya semoga ini permulaan acara berkualitas di indonesia muncul kmbali,negative
Ngeriiiii 🔥🔥🔥🔥🔥🔥,@sulistyawati2798,0,2024-07-01 06:08:09,ngerii,neutral
"Aaaa keren-keren bgttttt, panutannn❤❤❤",@putrinubu,0,2024-07-09 14:33:56,aa keren keren bgtt panutann,positive
"min kalo nanti diupload ulangg, kasih subtitle min",@jidatnyachanyeol3026,1,2024-06-29 11:41:10,min kalau nanti diupload ulangg kasih subtitle min,neutral
"Semoga acara seperti ini makin viral, keren banget✨",@nurullailiyyah7131,0,2024-07-01 03:24:45,semoga acara seperti ini makin viral keren banget,positive
"halo kak acara ini bagus banget, cuma mau saran tambahin translate inggrisnya kak karna kerennya acara ini berpotensi buat orang luar negeri yang mungkin ingin menonton acara ini juga kak.😃😃",@milah5872,2,2024-06-30 05:20:31,halo kak acara ini bagus banget cuma mau saran tambahin translate inggrisnya kak karena kerennya acara ini berpotensi buat orang luar negeri yang mungkin ingin menonton acara ini juga kak,positive
"Keren banget hebat nih ruangguru ngumpulin anak2 hebat ini, super deh. Salut, kepo abis sampai babak berikutnya!",@NaqiyyahSyam,0,2024-07-12 09:36:22,keren banget hebat nih ruangguru ngumpulin anak hebat ini super deh salut kepo abis sampai babak berikutnya,positive
"Yaampun shakira, 13 karyanya masuk scopus",@tfkway,1,2024-06-30 07:30:37,yaampun shakira karyanya masuk scopus,negative
"WOY, TANGGUNG JAWAB, GUE MERINDINGGG!!!! WTH IS THAT TWIST IN THE END???? AAAKKKHHHH 🙃🤨😂🤨😃😚😜😅",@finnochio,0,2024-06-29 14:15:35,woy tanggung jawab gue merindingg wth is that twist in the end aakkhh,negative
Kaget woi tiba&quot; ada kaist😭,@mutiararahmadani3951,0,2024-06-29 22:43:51,kaget woi tiba quot ada kaist,negative
Semoga kepintaranmu tidak membuat mu sombong👍,@jefrijefri1055,1,2024-07-02 04:07:48,semoga kepintaranmu tidak membuat mu sombong,negative
Yesaya 🗿,@mizuu2434,0,2024-06-30 21:26:35,yesaya,neutral
Tolong para ortubanak2 hebaat ini spill dong amalan apa yg dilakukan untuk menghasilkan anak2 pinter yg insha Allah sholeh sholehaah,@ErniSuhartini-wo6gz,1,2024-07-14 09:23:03,tolong para ortubanak hebaat ini spill dong amalan apa yang dilakukan untuk menghasilkan anak pinter yang insha allah sholeh sholehaah,neutral
GOKIL BROOOO🔥,@Badakbercula24,0,2024-06-30 19:02:39,gokil broo,positive
udahan ini???,@hetyherlani4244,1,2024-06-29 12:12:19,udahan ini,neutral
Terimakasih ruang guru,@gaemcloud8778,0,2024-06-30 02:30:04,terimakasih ruang guru,positive
everbody move on n hei im still in the restaurant 😢,@RUTHOKTAVIA-b3q,1,2025-01-12 05:58:26,everbody move on n hei im still in the restaurant,neutral
"ruang guru keren banget bisa bikin acara kaya gini, pls viralin biar makin banyak acara yg berguna&#39; kaya gini, apalagi sebenarnya banyak orang pinter di Indonesia cuma kurang di perhatikan aja",@Vijencya,25,2024-07-02 11:10:11,ruang guru keren banget bisa bikin acara kaya gini pls viralin biar makin banyak acara yang berguna kaya gini apalagi sebenarnya banyak orang pinter di indonesia cuma kurang di perhatikan saja,positive
Gampang banget wkwkwk kocak ngomong doang,@rahmankun.8635,0,2024-07-05 04:24:36,gampang banget wkwkwk kocak ngomong saja,positive
Keren min🔥🔥🔥,@Acramy_2,1,2024-06-29 13:55:21,keren min,positive
Wagelasehhhh,@Sophia-mj3lu,0,2024-07-18 12:43:53,wagelasehh,neutral
"Orang orang yang nonton kyknya orang yang blm bisa move on dari university war yah😅, dan lagi nyari hyun bin berikutnya dan do hyun berikutnya 😅😅😅",@sintaayu7715,0,2024-06-29 23:52:20,orang orang yang nonton kyknya orang yang belum bisa move on dari university war yah dan lagi nyari hyun bin berikutnya dan do hyun berikutnya,negative
MENURUT KU INI KURANG,@diefo06,1,2024-06-29 13:15:59,menurut ku ini kurang,negative
Masyaaallah bangeett,@easyeasy2246,0,2024-06-29 13:57:41,masyaallah bangeett,positive
Aaa akhir nya bikin versi Indonesia. Inspired by University war kan ya ini? Smg terus ada program ini. Suka ..,@shasaaprilia6177,0,2024-07-03 03:48:47,aa akhir nya bikin versi indonesia inspired by university war kan ya ini smg terus ada program ini suka,positive
aku nge rewatch ini beneran hampir setiap hari plis😭😭😭,@afitarz,0,2024-07-25 06:00:01,aku nge rewatch ini beneran hampir setiap hari plis,positive
kerennn bangett aslieee,@IndahFortuna-h5m,0,2024-06-29 15:21:09,kerenn bangett asliee,positive
"40 menit ga berasaaaaaa, ayo up eps 2 gasaabaaaaarrr bangeeeettttt",@ginaaulia7055,0,2024-06-30 08:46:35,menit tidak berasaa ayo up eps gasaabaarr bangeett,positive
atmosfir ambisnya sampe ke penonton 😂,@pandugusnadi9679,0,2024-07-03 11:42:35,atmosfir ambisnya sampe ke penonton,positive
"Tolong bgt jangan setingan, adain lebih banyak lagi acara kek gini gpp",@kualakun,0,2024-06-30 12:43:27,tolong banget jangan setingan adain lebih banyak lagi acara kek gini gpp,negative
"Hal yg jarang diketahui banyak orang<br><a href=""https://www.youtube.com/shorts/6HN6Hio6F1Y"">https://youtube.com/shorts/6HN6Hio6F1Y?si=ciaeZxbUqS3a86hi</a>",@Bro.dinzzz,0,2024-07-10 15:08:10,hal yang jarang diketahui banyak orang a href,neutral
Koq rea jadi gak masuk ya padahal lulus di ronde ketiga,@billaja9560,0,2024-07-01 02:30:00,koq rea jadi tidak masuk ya padahal lulus di ronde ketiga,negative
Gaada univ ku wkwk,@lizzcoven,0,2024-07-02 14:07:23,gaada univ ku wkwk,positive
definisi diatas langit masih ada langit :&quot;),@muthiaisyah,0,2024-07-09 05:55:49,definisi diatas langit masih ada langit quot,neutral
yesaya koplak dah wkkwkw katanya kegampangan,@fardazay,0,2024-07-07 14:02:57,yesaya koplak dah wkkwkw katanya kegampangan,positive
"Dr sini kita bisa liat knp UI, ITB disebut kelas anak pinter y....",@annisafitri428,0,2024-07-15 00:40:42,dari sini kita bisa liat kenapa ui itb disebut kelas anak pinter y,positive
"Absen,anak basezame yg liat",@faishalbahir5100,1,2024-06-30 16:08:45,absen anak basezame yang liat,neutral
MAXWELL,@mark_leenct,1,2024-06-29 11:29:29,maxwell,neutral
KEREN BGT,@iniciwidy3475,0,2024-06-29 12:06:23,keren banget,positive
Kalo ini Ga viral kocak sih indonesia,@kurapika123-b1k,0,2024-06-29 15:24:24,kalau ini tidak viral kocak sih indonesia,positive
MAXWELLL AND SHAKIRAAA GOGOGPGP,@namusic6614,0,2024-06-29 14:36:23,maxwell and shakiraa gogogpgp,neutral
Harus nya ada live nya ini,@jhefrywardana9579,0,2024-07-01 06:44:08,harus nya ada live nya ini,positive
infoo eps 2 kapannn tayanggg,@ajengmelani6002,0,2024-06-30 11:04:59,infoo eps kapann tayangg,neutral
parah bangettt sekeren ini belum trending 😭❤️‍🔥<br>kereennnn banngettttt ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,@zulaika5209,1,2024-06-30 11:13:36,parah bangett sekeren ini belum trending kereenn banngett,positive
Makannya apesi pinter bgt,@ZiqaYL_,0,2024-07-03 07:22:44,makannya apesi pinter banget,positive
Alhamdulillah kenyang😭,@sarimalubisyowswag5783,0,2024-07-02 06:54:38,alhamdulillah kenyang,positive
"Gpp yg gagal, kalian tetap hebat kok❤❤",@RizWaaa-sl1nf,0,2024-06-30 08:58:13,gpp yang gagal kalian tetap hebat kok,positive
manapart 2 nya,@muhammadadamfirdaus3144,0,2024-06-30 02:42:10,manapart nya,neutral
nonton video ini jadi termotivasi buat belajar dua jam kemudian lanjut rebahan😭,@zan9111,1,2024-07-13 06:01:09,nonton video ini jadi termotivasi buat belajar dua jam kemudian lanjut rebahan,positive
Cuma bisa kagum sama mereka yang sudah berjuang bukan hanya dinegara mereka sendiri yakni indonesia melainkan bisa tampil di luar negri ❤,@raffighozali3318,0,2024-07-01 06:07:53,cuma bisa kagum sama mereka yang sudah berjuang bukan hanya dinegara mereka sendiri yakni indonesia melainkan bisa tampil di luar negri,positive
indonesia banyak orang berprestasi dan pekerja keras tapi kalah sama jalur orang dalam haha,@littledragon7706,1,2024-06-29 15:30:04,indonesia banyak orang berprestasi dan pekerja keras tapi kalah sama jalur orang dalam haha,negative
