textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence
IBNU ga malu sama nilai mu Tah wkwkw,@fauzan.o_o,0,2024-07-02 11:50:17,ibnu tidak malu sama nilai mu tah wkwkw,,negative,0.6615263296683488
Si Yesaya msih ad malunya gk ya? 😂😂😂😂,@whateverlah5957,0,2024-07-02 11:50:21,si yesaya msih ad malunya tidak ya,,negative,0.7189100569527763
"fix orang2 berprestasi, bukan VIRAL",@farizamtv,0,2024-07-02 11:51:02,fix orang berprestasi bukan viral,,neutral,0.3769385436744653
bjirrrr,@habibparampaa6536,0,2024-07-02 11:51:33,bjirr,,neutral,0.3716076679451141
merinding😭,@Khilfaas,0,2024-07-02 11:52:20,merinding,,positive,0.6848270916098693
ITB GENKK,@SanyaCt,0,2024-07-02 11:54:01,itb genkk,,positive,0.54425113550101
Lanjutkan tontonan berkualitas 😁👍🏻👍🏻,@tunastngchannel6844,0,2024-07-02 11:54:57,lanjutkan tontonan berkualitas,,positive,0.5931607530389341
VIVAT ITS,@hanifatitantri9244,0,2024-07-02 11:55:40,vivat its,,neutral,0.3716076679451141
Orang pintar kalah dengan orang teliti dan beruntung.,@ZONAFISHING,1,2024-07-02 11:55:54,orang pintar kalah dengan orang teliti dan beruntung,,neutral,0.43256606507633943
Ruang guru plis jangan di cut pas peserta ngejelasin strategi mereka,@텬냥이-z9q,0,2024-07-02 11:56:30,ruang guru plis jangan di cut pas peserta ngejelasin strategi mereka,,positive,0.5130181457754649
Mantap sih acara kayak gini,@gamingpro2975,0,2024-07-02 11:57:05,mantap sih acara seperti gini,,positive,0.7465070125011758
Bocah bocah pargoy gak<br>Jelas harus redup yang begitu kudu up sih,@c.a.w,0,2024-07-02 11:59:05,bocah bocah pargoy gakjelas harus redup yang begitu kudu up sih,,neutral,0.4089459658159089
"Yg kayak gini gini nih yg harus di viralin <a href=""http://www.youtube.com/results?search_query=%23mendidik"">#mendidik</a>",@LentaDachi,0,2024-07-02 12:04:58,yang seperti gini gini nih yang harus di viralin a href,,neutral,0.41859657195425365
seru juga nontonin orang pintar yaa🥲,@mileniakarsiki,0,2024-07-02 12:05:03,seru juga nontonin orang pintar yaa,,positive,0.7349018531077453
aku suka kuis begini 😁😁😁,@maeranency7267,0,2024-07-02 12:05:41,aku suka kuis begini,,positive,0.7221436403272015
PLEASE ACARA IN HARUSS ADAA TERUSSS!!!,@deeayunda,0,2024-07-02 12:06:12,please acara in haruss adaa teruss,,positive,0.539214265077558
"Good concept, but not a fan of this masterchef indonesia editing though. Too much comments. Try to copy the korean style, would be better.",@AndDew-j8k,0,2024-07-02 12:09:07,good concept but not a fan of this masterchef indonesia editing though too much comments try to copy the korean style would be better,,neutral,0.4903531033794797
Acara yang seperti ini wajib untuk di trendingkan dibandingkan aksi joget-joget yang nggak jelas dan juga aksi tawuran yang nggak ada manfaatnya. 👍👍👍<br><br>Nasib sebuah bangsa ada di tangan para pemuda.,@meipratiwi3295,14,2024-07-02 12:10:16,acara yang seperti ini wajib untuk di trendingkan dibandingkan aksi joget joget yang tidak jelas dan juga aksi tawuran yang tidak ada manfaatnya nasib sebuah bangsa ada di tangan para pemuda,,positive,0.5468887463913942
"Haha acara ini ga akan rame kalo ga ada yg good looking, rata rata yg nonton cewe semua",@faqiharts,0,2024-07-02 12:10:48,haha acara ini tidak akan rame kalau tidak ada yang good looking rata rata yang nonton cewe semua,,negative,0.5741182486199871
Keren 💖💖,@ekaanjani5069,0,2024-07-02 12:12:07,keren,,positive,0.840375825721574
"Liat soal, ss, kerjain sendiri... Gabisa bisa, ngopi... Bisa😩",@wahyupw2364,0,2024-07-02 12:12:41,liat soal ss kerjain sendiri gabisa bisa ngopi bisa,,negative,0.5617537289917262
Namanya mirip game COC. Vibesnya mirip film END GAMES. <br>editing video dan musiknya Keren.. <br><br>Skema pola Games muantulll.. <br><br><br>Sukses selalu RUANG GURU 🎉🎉🎉,@FR00270,0,2024-07-02 12:12:43,namanya mirip game coc vibesnya mirip film end games editing video dan musiknya keren skema pola games muantull sukses selalu ruang guru,,positive,0.7047578569402875
"bisa pada pinter gitu, berasnya merek apa yaaa",@adestadeliap9416,0,2024-07-02 12:13:22,bisa pada pinter gitu berasnya merek apa yaa,,neutral,0.4593847726730695
gue yang bodok jadi iri😢,@yudi0217,0,2024-07-02 12:13:26,gue yang bodok jadi iri,,negative,0.6746276272042762
Napa keren2 sihhh,@ivanamarshandaikbal4807,0,2024-07-02 12:13:44,napa keren sihh,,positive,0.7976602664234528
University war Korea versi indo nya ❤,@umianitasari,0,2024-07-02 12:14:29,university war korea versi indo nya,,neutral,0.4256480890977196
Keren ini acara..,@nuryanto_3001,0,2024-07-02 12:15:20,keren ini acara,,positive,0.8470349445213722
"Semoga mak gua gk liat ini,,,,hehehe",@ramaalang1929,0,2024-07-02 12:15:25,semoga mak gua tidak liat ini hehehe,,negative,0.5051905247172707
"Ini seperti terinspirasi dari university war kayak nya , mantep",@feraintanwidayanti6984,0,2024-07-02 12:16:22,ini seperti terinspirasi dari university war seperti nya mantep,,neutral,0.446414956934664
COY JD PENGEN KULIAH LG GUE😭🥺,@fauzanfauzan8777,0,2024-07-02 12:16:58,coy jd pengen kuliah lagi gue,,neutral,0.4575098987731388
Editornya kurang bagus. Kalo tema2 seperti ini yang dihighlight itu metode dan proses mereka berpikir atau kemampuan problem solvingnya. Bukan hasil pemenangnya. <br><br>Woooi. <br><br>Kuis bagus malah jadi nonton org bolak balik doank!,@irvanfauziid,1,2024-07-02 12:19:04,editornya kurang bagus kalau tema seperti ini yang dihighlight itu metode dan proses mereka berpikir atau kemampuan problem solvingnya bukan hasil pemenangnya wooi kuis bagus malah jadi nonton orang bolak balik doank,,negative,0.6689490624250197
Ini baru acara yang sangat bermanfaat ❤❤❤,@sintarahayu-wookiesr,0,2024-07-02 12:19:23,ini baru acara yang sangat bermanfaat,,positive,0.6082091628121479
Sesi insecure dimulai🤒,@monen-low3310,0,2024-07-02 12:25:11,sesi insecure dimulai,,negative,0.6883545174275291
The real orang pinter..,@DeniSyahputra-o5z,0,2024-07-02 12:27:20,the real orang pinter,,positive,0.5245496902255777
Semoga next ada dari Farmasi yaaaa 😊,@acip93,0,2024-07-02 12:27:31,semoga next ada dari farmasi yaa,,neutral,0.5437447230912203
Tolong semakin banyak acara beginiiiiiiii,@choeriahmuiz7738,0,2024-07-02 12:28:25,tolong semakin banyak acara beginii,,neutral,0.4674442147694286
Takut dihujat..ya Allah ngakak... mbak mas smuanya kalian kereenn yaa yg blm lulus jgan sedih dan rendah diri kalian hebat  dibidang lainny,@dwiuswatunhasanah9762,0,2024-07-02 12:28:59,takut dihujat ya allah ngakak mbak mas smuanya kalian kereenn yaa yang belum lulus jgan sedih dan rendah diri kalian hebat dibidang lainny,,positive,0.7797683291388081
Suka bgttt konten kaya gini!!! bermotivasi bgt ini&#39; bikin kita semangat belajar:),@nurulhayani2862,1,2024-07-02 12:29:24,suka bgtt konten kaya gini bermotivasi banget ini bikin kita semangat belajar,,positive,0.8356960227564105
ini hadiahnya berepa?,@Agus-gt6lx,0,2024-07-02 12:29:57,ini hadiahnya berepa,,neutral,0.6006158039445958
"KA AK LIATNYA AJA PUYENG SI, ga expect ruangguru adain kek gini keren si and proud of all !❤❤",@supendisupendi6372,0,2024-07-02 12:29:59,ka ak liatnya saja puyeng si tidak expect ruangguru adain kek gini keren si and proud of all,,positive,0.7575096343912291
Go HANIF gooo ❤,@be3_ve3,0,2024-07-02 12:32:08,go hanif goo,,neutral,0.3555925320180237
"ORANG INDONESIA BUKAN KEKURANGAN ORANG CERDAS, TAPI KEKURANGAN ORANG JUJUR!",@dimaswahyu1002,0,2024-07-02 12:32:08,orang indonesia bukan kekurangan orang cerdas tapi kekurangan orang jujur,,neutral,0.49797373652989513
Keren bangettt acaranya dan pesertanya!!!! 🤩👍🔥Please adain buat yang S2 juga,@ameliyawidiastuti9454,1,2024-07-02 12:33:55,keren bangett acaranya dan pesertanya please adain buat yang s juga,,positive,0.8833164593394699
Jiwa insekyur ku meronta ronta 😢😢😢,@Markonah2006,0,2024-07-02 12:34:12,jiwa insekyur ku meronta ronta,,neutral,0.40065996162837064
Mirip series di netflix nii,@BunnyPiuPiu,0,2024-07-02 12:35:03,mirip series di netflix nii,,neutral,0.7162413763171172
Buat admin tolong adain tim penerjemah biar org luar bisa liat acara ini bener2 menarik😭😭🖐🏻,@juliaulia3577,12,2024-07-02 12:35:36,buat admin tolong adain tim penerjemah biar orang luar bisa liat acara ini bener menarik,,positive,0.5902384198760054
Seneng liat Kya gini,@SyailaSaila,0,2024-07-02 12:36:20,seneng liat kya gini,,neutral,0.41196962675605114
Shouldn&#39;t you add English subtitles so that we non Indonesian can watch too,@iamonlyhuman4223,0,2024-07-02 12:37:55,shouldn t you add english subtitles so that we non indonesian can watch too,,neutral,0.4856445576123365
KEREN BGT AUTO INSECURE OTAK GUE NGELIAT INI ACARA WOI 😭😭🤣🔥🔥,@nurhidayahtussadiah531,0,2024-07-02 12:39:17,keren banget auto insecure otak gue ngeliat ini acara woi,,positive,0.8525188475254944
Bukti bahwa yg tembus belasan jurnal scopus bukan kaleng2 sih. 👍👍👍👍🔥🔥,@sinonggikanji5359,0,2024-07-02 12:39:44,bukti bahwa yang tembus belasan jurnal scopus bukan kaleng sih,,neutral,0.4224812994231999
aku iriii aku bilangg woyyy pngn jdi kya mereka woyyy,@aidasitinurajizah8812,0,2024-07-02 12:41:30,aku irii aku bilangg woyy pngn jadi kya mereka woyy,,neutral,0.4677804765223632
"ITB aja kalah lawan UI, F***😂😂😂😂😂😂",@endizusgonzales7921,1,2024-07-02 12:43:07,itb saja kalah lawan ui f,,neutral,0.4523697409907994
"harusnya masuk ke televisi, biar ditelevisi nasional ga cuma acara joged2 aja... acara motivasi ini mah...",@thintuzalaraf9674,2,2024-07-02 12:43:42,harusnya masuk ke televisi biar ditelevisi nasional tidak cuma acara joged aja acara motivasi ini mah,,positive,0.5510034856096164
Seragamnya terinspirasi misionaris Mormon yak? 😂,@puyull,0,2024-07-02 12:44:26,seragamnya terinspirasi misionaris mormon yak,,neutral,0.3716076679451141
Cimori gak enak,@endizusgonzales7921,2,2024-07-02 12:45:00,cimori tidak enak,,negative,0.7776632421692243
Ini episode terbaru tayangnya tiap hari apa sih? Sabtu Minggu kah?,@skyrenade,0,2024-07-02 12:45:42,ini episode terbaru tayangnya tiap hari apa sih sabtu minggu kah,,neutral,0.6968356780247705
Sekolah wahai adik adikku. Banyak beasiswa.,@Awepekayu,0,2024-07-02 12:46:17,sekolah wahai adik adikku banyak beasiswa,,neutral,0.36243631440763363
"seru banget nonton ini, aslian g sadar nonton yg pinter2 kompetisi sambil ngemil kuaci.. kaya &quot;anjirlah mreka kompetisi, apalah daya diri ini cuma bisa ngemil kuaci&quot; hahaha..",@justonigiri,0,2024-07-02 12:46:29,seru banget nonton ini aslian g sadar nonton yang pinter kompetisi sambil ngemil kuaci kaya quot anjirlah mreka kompetisi apalah daya diri ini cuma bisa ngemil kuaci quot hahaha,,neutral,0.4732396605210592
Why there is no english subtitles when they talk with each other...,@Haxra,1,2024-07-02 12:46:48,why there is no english subtitles when they talk with each other,,neutral,0.5453414540337563
Pintar semua,@mamayahya2143,0,2024-07-02 12:48:00,pintar semua,,neutral,0.40836013844430646
Go! Orang² cerdas!! Semoga ilmunya bermanfaat dan menginspirasi untuk masa depan bangsa di masa depan!!!,@lestarism,0,2024-07-02 12:48:40,go orang² cerdas semoga ilmunya bermanfaat dan menginspirasi untuk masa depan bangsa di masa depan,,positive,0.7118282942029045
"Andai mahasiswa/i yg berprestasi itu terjamin dapat kerjanya lebih mudah, jadi dapat membuat org² semangat belajarnya. Jadi gak patah semangat dulu krn udh pasti kalah dengan ordal walaupun berprestasi sekalipun.",@GalakKucheeng7,0,2024-07-02 12:48:59,andai mahasiswa i yang berprestasi itu terjamin dapat kerjanya lebih mudah jadi dapat membuat org² semangat belajarnya jadi tidak patah semangat dulu karena sudah pasti kalah dengan ordal walaupun berprestasi sekalipun,,positive,0.50351373714827
"Begitu ronde ke 3, gue jerit &quot;kampreeettt soalnya&quot; 😂😂😂😂😂",@giggmaster6821,0,2024-07-02 12:50:10,begitu ronde ke gue jerit quot kampreett soalnya quot,,negative,0.5702105228671948
UGM BIKIN MALU !!! KEBANYAKAN NERIMA MAHASISWA KAYA DAN LUPA KUALITAS. 😢😢😢😢😢😢,@endizusgonzales7921,1,2024-07-02 12:50:42,ugm bikin malu kebanyakan nerima mahasiswa kaya dan lupa kualitas,,neutral,0.47534086430203254
Mantap buat kalian semua. Yg gak lolos pun kalian itu pinter lho. Jgn kecewa. Justru kami ini yg makin insecure sama kalian. Merinding lho aq liat nya,@dewiseptiyarini7923,0,2024-07-02 12:50:55,mantap buat kalian semua yang tidak lolos pun kalian itu pinter lho jgn kecewa justru kami ini yang makin insecure sama kalian merinding lho aq liat nya,,positive,0.6450901086724176
"Shakira orang arab jadi inget kakaknya Fadil, ka Yislam 😂",@dwiry7,1,2024-07-02 12:51:50,shakira orang arab jadi inget kakaknya fadil ka yislam,,negative,0.5408931436545964
Ayo dukung acara seperti ini👍👍👍👍,@MeiyanaPuspitaSari2-xq9ur,0,2024-07-02 12:52:11,ayo dukung acara seperti ini,,positive,0.5352937589557397
Kak Vania gak ikutan,@salwahapsari7617,0,2024-07-02 12:52:24,kak vania tidak ikutan,,negative,0.5809003730953792
KEREN BANGETTT! Masyaallah.,@hihawah,0,2024-07-02 12:52:34,keren bangett masyaallah,,positive,0.9012580158003045
Seneng bgt liat org pinter woy!!!! MasyaAllah semoga masa depan anak” ku kelak sebaik dan sepintar anak” ini.. hebat pwol👍🏻,@deaaderaa1119,0,2024-07-02 12:53:21,seneng banget liat orang pinter woy masyaallah semoga masa depan anak ku kelak sebaik dan sepintar anak ini hebat pwol,,positive,0.8537276710343532
maxwell se medok ituuuu😂😂😂😂😂,@maulidaanugrahney,0,2024-07-02 12:53:24,maxwell se medok ituu,,negative,0.6223249996326556
Owesome,@sovasayyidaamri5518,0,2024-07-02 12:54:04,owesome,,neutral,0.3716076679451141
"Kalian yang ikut acara ini, lolos tidak nya kalian tetap ngalahin banyak nya penduduk indonesia",@nuruladilah152,2,2024-07-02 12:54:08,kalian yang ikut acara ini lolos tidak nya kalian tetap ngalahin banyak nya penduduk indonesia,,negative,0.6314231023533018
"Tenang aja, di dunia kerja, kalian akan dikalahkan orang bodoh dan licik namun haus kekuasaan 😂😂😂😂😂😂😂",@endizusgonzales7921,2,2024-07-02 12:54:44,tenang aja di dunia kerja kalian akan dikalahkan orang bodoh dan licik namun haus kekuasaan,,negative,0.5837850180385812
jgn berkecil hatiiii yg ga lolos anjrit km semua hebat bgt pinterrrrrrr masya allah dibanding aku yg guoblok ini km semua dah hebaaat bgt!!!!,@AyamuharaNopski,0,2024-07-02 12:55:49,jgn berkecil hatii yang tidak lolos anjrit km semua hebat banget pinterr masya allah dibanding aku yang guoblok ini km semua dah hebaat bgt,,positive,0.7616994850727711
"Suka banget nontonin orang pinter, semoga aja pinternya nular ke aku. 😂😂",@UcingImoet,0,2024-07-02 12:57:07,suka banget nontonin orang pinter semoga saja pinternya nular ke aku,,positive,0.7411986182323093
Pliss acara di Indonesia banyakin yg berkualitas kaya gini kekk😭,@Anna-9628,367,2024-07-02 12:57:41,pliss acara di indonesia banyakin yang berkualitas kaya gini kekk,,positive,0.7103014174398269
Please tontonan penuh daging kaya gini trending ❤,@EmirSetyaki,0,2024-07-02 12:57:44,please tontonan penuh daging kaya gini trending,,neutral,0.4114728713842528
"Maxwell lucu, cocok ikut jejak jerome eksis di entertainment",@dwiry7,0,2024-07-02 12:58:12,maxwell lucu cocok ikut jejak jerome eksis di entertainment,,neutral,0.4429301789854892
Yok bisa yok team akuuh,@OohMayaaChannel,0,2024-07-02 12:59:16,yok bisa yok team akuuh,,neutral,0.40268550380980556
Semoga anak aku nanti pinternya kaya merekaaaa,@RositaHAtika,0,2024-07-02 13:00:12,semoga anak aku nanti pinternya kaya merekaa,,positive,0.6461055539114101
CAMPAIGN RUANG GURU YG PALING KEREN,@Kinaardiayasa,0,2024-07-02 13:00:20,campaign ruang guru yang paling keren,,positive,0.7851584643417048
Sapa si yg buat soalnya,@killergaming4491,0,2024-07-02 13:00:53,sapa si yang buat soalnya,,neutral,0.4057973066966027
W nonton university war aja shock ada orang sepinter ituuu inii di indo beneran adaa orang sepinter itu jugaaaa.  makin ngerasa jadi orang paling bodoh sedunia ga sie😭😭😭😭,@07.sabiladwirahayu35,1,2024-07-02 13:02:29,w nonton university war saja shock ada orang sepinter ituu inii di indo beneran adaa orang sepinter itu jugaa makin ngerasa jadi orang paling bodoh sedunia tidak sie,,negative,0.517046719176257
Mana nih yang bilang gampangan lawaak,@Julian-zj5pj,0,2024-07-02 13:02:32,mana nih yang bilang gampangan lawaak,,neutral,0.6061833975469553
RUANG GURU KERENNNNNN PALING KEREN ACARA NYA!!!,@salwabhatari12,0,2024-07-02 13:02:50,ruang guru kerenn paling keren acara nya,,positive,0.8948348899168165
Wuih kerem acaranya ❤❤❤,@mela_mela_,0,2024-07-02 13:03:15,wuih kerem acaranya,,neutral,0.39048987286170106
minimal kasih meja😢,@firlifirdausi7165,1,2024-07-02 13:03:15,minimal kasih meja,,neutral,0.431038514722944
Kalian keren kok udah berani tetep semangat,@trimid5653,0,2024-07-02 13:05:55,kalian keren kok sudah berani tetep semangat,,positive,0.8571872363174085
"Pengen sebenarnya jadi orang pinter tapi.. Dulu sewaktu sekolah masih jamannya asik main diluar dan olahraga, belajarnya sistem kebut semalam ya gitu deh hasil nilai nilai yang kudapat cukup tau aja",@journeystory2036,0,2024-07-02 13:06:25,pengen sebenarnya jadi orang pinter tapi dulu sewaktu sekolah masih jamannya asik main diluar dan olahraga belajarnya sistem kebut semalam ya gitu deh hasil nilai nilai yang kudapat cukup tau saja,,neutral,0.37506896671797346
harusnya yg gini yg tranding🔥,@renisilpiani-x7o,1,2024-07-02 13:06:33,harusnya yang gini yang tranding,,negative,0.6561533926995922
Kerenn,@abisuryap219,0,2024-07-02 13:06:54,kerenn,,positive,0.8127249596989197
"Buat Ruang Guru, bisa gak ngadain acara serupa tapi untuk tingkat SD SMP SMA. Tampilkan para siswa siswi yang berprestasi direpublik ini. Agar menjadi motivasi bagi anak-anak lain di seluruh Indonesia",@keryyantho8496,0,2024-07-02 13:07:01,buat ruang guru bisa tidak ngadain acara serupa tapi untuk tingkat sd smp sma tampilkan para siswa siswi yang berprestasi direpublik ini agar menjadi motivasi bagi anak anak lain di seluruh indonesia,,positive,0.7423935526986077
"Sepanjang nonton merinding,bangga🥺🥺",@suhertiaryani1891,1,2024-07-02 13:07:19,sepanjang nonton merinding bangga,,positive,0.7938224633560033
Amazing 😮,@mariceworoms8697,0,2024-07-02 13:07:25,amazing,,neutral,0.3716076679451141
Kesini gra2 Ig😢,@Aci_0596,0,2024-07-02 13:07:37,kesini gra ig,,neutral,0.4082708886464208
Bismillah nular pinternya,@wafiqazizah4384,1,2024-07-02 13:09:50,bismillah nular pinternya,,neutral,0.4199812998814188
Keren bgt pada pinter2. Semoga anakku Wafa almira azzahra pinter juga kayak kakak2 ini. Aamiin,@FauzunKhusnul,0,2024-07-02 13:10:07,keren banget pada pinter semoga anakku wafa almira azzahra pinter juga seperti kakak ini aamiin,,positive,0.8986493534578002
Acara kek gini harus di viralkan dan diperbanyak jangan tontonan yang gajelas pleasee,@haykaall9_,0,2024-07-02 13:10:10,acara kek gini harus di viralkan dan diperbanyak jangan tontonan yang gajelas pleasee,,positive,0.6228031882330326
😂 pinter pinter banget semoga anak aku nanti ngikutim jejak kakak kakak ini,@fikaary07,0,2024-07-02 13:11:28,pinter pinter banget semoga anak aku nanti ngikutim jejak kakak kakak ini,,positive,0.7786352902774465
keren keren banget ya orang orang YAALLAH,@maulidaup,0,2024-07-02 13:12:17,keren keren banget ya orang orang yaallah,,positive,0.91322912444571
Salam dari Malaysia🇲🇾❤ suka tengok program ni sebab menarik. And suka tgk orang yang bijak2 untuk motivasi kan diri sendiri supaya study hard. Good job guys❤️,@bella_.484,55,2024-07-02 13:16:07,salam dari malaysia suka tengok program ni sebab menarik and suka tgk orang yang bijak untuk motivasi kan diri sendiri supaya study hard good job guys,,positive,0.6850950886391637
"Indonesia tidak kekurangan orang pintar, hanya kekurangan orang jujur",@wildansobri1091,2,2024-07-02 13:16:10,indonesia tidak kekurangan orang pintar hanya kekurangan orang jujur,,negative,0.5425736592449395
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1151"">19:11</a>",@jungjaegf2472,0,2024-07-02 13:16:40,a href,,neutral,0.4533349501766187
"mon maap min sedikit saran kalo ada yang ngejelasin rumus atau cara mereka nyelesain soal jangan dicepetin dong, mau belllajar malah jadi ha ho ho😂",@putrichyntia88,0,2024-07-02 13:18:14,mon maap min sedikit saran kalau ada yang ngejelasin rumus atau cara mereka nyelesain soal jangan dicepetin dong mau bellajar malah jadi ha ho ho,,negative,0.5451973113906886
yang tereliminasi tetap semangat kalian tetap hebat🫶🏻,@hasisisundari356,0,2024-07-02 13:21:08,yang tereliminasi tetap semangat kalian tetap hebat,,positive,0.7951983327255924
"Buat adik-adik yang ikut acara ini, kalian generasi muda yang hebat, tetap semangat belajar",@MeiyanaPuspitaSari2-xq9ur,1,2024-07-02 13:21:34,buat adik adik yang ikut acara ini kalian generasi muda yang hebat tetap semangat belajar,,positive,0.8493686964062562
"keren abis nih acara, enjoy banget nontonnya berkali kali dibikin degdegan dan kagum sama para championss, semoga kedepannya bakal ada lagii acara gini goodluckk semuanya ayo guys ramein biarr dibikinin lagii🤩",@mettaoctaviana,0,2024-07-02 13:22:36,keren abis nih acara enjoy banget nontonnya berkali kali dibikin degdegan dan kagum sama para championss semoga kedepannya bakal ada lagii acara gini goodluckk semuanya ayo guys ramein biarr dibikinin lagii,,positive,0.8369866415110107
ini ga trending?,@putriammelya743,0,2024-07-02 13:22:39,ini tidak trending,,negative,0.5490154294036169
"Pinter dan entertaint, asoyy bener tim kreatif atau producernya 😢",@mostest9007,0,2024-07-02 13:23:14,pinter dan entertaint asoyy bener tim kreatif atau producernya,,positive,0.5085410242609071
Liat gni jd pngin kuliah lg 😢,@meyy3381,0,2024-07-02 13:23:37,liat gni jd pngin kuliah lagi,,negative,0.6280120714459901
Nonton ni berasa hidupku bnrn cuman cameo didinia ini 😅 the real butiran debu wkwk,@desyrianti912,0,2024-07-02 13:24:12,nonton ni berasa hidupku bnrn cuman cameo didinia ini the real butiran debu wkwk,,neutral,0.3931507918696693
"Di pengenalan udah nangis ya Allah , 3 universitas yang aku idolakan dan berharap suatu saat bisa masuk itu : UNIVERSITAS BRAWIJAYA, UNIVERSITAS AIRLANGGA, UNIVERSITAS PADJAJARAN ada disini 😭😭 selalu berharap bisa masuk di salah satu universitas itu meskipun gatau mau lewat jalur apa selain jalur mandiri😭😭",@diniraaa16,4,2024-07-02 13:24:23,di pengenalan sudah nangis ya allah universitas yang aku idolakan dan berharap suatu saat bisa masuk itu universitas brawijaya universitas airlangga universitas padjajaran ada disini selalu berharap bisa masuk di salah satu universitas itu meskipun gatau mau lewat jalur apa selain jalur mandiri,,neutral,0.3817785754954879
It is like &#39;physical 100&#39; on netflix but it is challenging the brain agility 😭,@dhimasaryadi2167,0,2024-07-02 13:24:32,it is like physical on netflix but it is challenging the brain agility,,positive,0.5071607252617341
Layak ditonton di era krisis tontonan bagus di indonesia,@Hendrik-yn5hd,0,2024-07-02 13:25:36,layak ditonton di era krisis tontonan bagus di indonesia,,neutral,0.4669282544573056
saya lulusan SMA nonton gini an seruuu bgt.,@rosalliamumtaz1548,0,2024-07-02 13:25:58,saya lulusan sma nonton gini an seruu bgt,,positive,0.6828852043000211
"suka banget nontonnyaaa 👍👍👍 saran buat editor: periode waktu penyelesaian para pesertanya ditunjukin dongg, biar bisa lebih kagum sama mereka yg bisa nyelesain soal cepet banget. Dan juga jadinya grafik peringkat tiap game itu supaya ada angkanya gitu, bukan cuma list urutan ajaa.",@MsNovier,1,2024-07-02 13:26:23,suka banget nontonnyaa saran buat editor periode waktu penyelesaian para pesertanya ditunjukin dongg biar bisa lebih kagum sama mereka yang bisa nyelesain soal cepet banget dan juga jadinya grafik peringkat tiap game itu supaya ada angkanya gitu bukan cuma list urutan ajaa,,positive,0.6081313103943616
Lovee semuanya,@muhafrizal-rs8hg,0,2024-07-02 13:27:11,lovee semuanya,,neutral,0.46971512319457176
ni University terbaik Asean ke?,@awangkhaizam3762,0,2024-07-02 13:28:16,ni university terbaik asean ke,,neutral,0.4915791977831487
dari mereka gw belajar salah bukan berarti hal memalukan dan gaharus malu buat menyuarakan jawaban,@lalafp3038,0,2024-07-02 13:32:48,dari mereka gw belajar salah bukan berarti hal memalukan dan gaharus malu buat menyuarakan jawaban,,neutral,0.4481303629094037
Semoga bisa trending,@panduwijaya2588,0,2024-07-02 13:33:58,semoga bisa trending,,positive,0.5219096828269897
"Naikin gaji editornya wk, opening nya keren scoring nya mantep",@aliudin772,1,2024-07-02 13:35:06,naikin gaji editornya wk opening nya keren scoring nya mantep,,positive,0.7131999143730958
Kalian semua keren,@metapebrianti8361,0,2024-07-02 13:36:49,kalian semua keren,,positive,0.8381157490169007
insecure yang sesungguhnya adalah nonton kumpulan orang orang pinter kayak gini. tapi insecure rame-rame sih ini 😅😅😅,@libragurl.23,0,2024-07-02 13:37:03,insecure yang sesungguhnya adalah nonton kumpulan orang orang pinter seperti gini tapi insecure rame rame sih ini,,negative,0.601810737441394
"Sumpahh buat kalian 10 orng yg tereliminasi kalian jgn sedihh, dan kalian ga akan dihujatt, kalian hebaatt di bidang kalian masingg², kalian udh kereenn udh berusaha yg terbaik, jgn sediih yaa..masih bnyk kesempatan lain untk orng yg tidak putus asa, semangaattt❤❤",@kamiliyazahra4083,0,2024-07-02 13:41:09,sumpahh buat kalian orng yang tereliminasi kalian jgn sedihh dan kalian tidak akan dihujatt kalian hebaatt di bidang kalian masingg² kalian sudah kereenn sudah berusaha yang terbaik jgn sediih yaa masih banyak kesempatan lain untk orng yang tidak putus asa semangaatt,,positive,0.7432968827713142
Semoga anakku kelak bisa berdiri disini jadi salah satu peserta...kalian hebaaaattt,@dyahhastuti7958,0,2024-07-02 13:42:41,semoga anakku kelak bisa berdiri disini jadi salah satu peserta kalian hebaatt,,positive,0.723092288884874
tutor ngerjain soal dan pola ronde 1 2 dan 3 donk,@yudhopamungkas3499,0,2024-07-02 13:42:47,tutor ngerjain soal dan pola ronde dan donk,,neutral,0.36827806161402704
Gw ikut udh langsung tereliminasi 😂😭🙇🏻‍♀️,@Magguliwoo,0,2024-07-02 13:43:17,gw ikut sudah langsung tereliminasi,,neutral,0.432263943964521
"siapa yg nonton ini, tp ngang ngong liatnya wkwkw",@OkyMarsel,0,2024-07-02 13:44:16,siapa yang nonton ini tapi ngang ngong liatnya wkwkw,,neutral,0.3763692576892595
"Sampe nangis nonton nya , bangga bgt sama org” yang emang berilmu😭🙏🏻🤍",@chindyhsp7611,3,2024-07-02 13:44:30,sampe nangis nonton nya bangga banget sama org yang emang berilmu,,positive,0.7646838077960272
Aduuu keren bgt masyaAllah 🥹🥹🥹,@nandasafrilamentari1868,0,2024-07-02 13:45:00,aduu keren banget masyaallah,,positive,0.9252641825535658
kereenn bget acaranya,@ginaagustin837,0,2024-07-02 13:45:10,kereenn bget acaranya,,positive,0.6988585068023051
Terkocak &quot;aku takut dihujat netizen&quot; 😂😂😂,@fashyalarasati,0,2024-07-02 13:45:56,terkocak quot aku takut dihujat netizen quot,,negative,0.6431381365177059
