textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence,sentiment_bert,confidence_bert,sentiment_final
"WAHH KEREN, suka banget acara nontong orang pinterr gini😮❤, BANYAKIJ ACARA KAYA GINI YA MINNN,🙆🏻‍♂️",@claztsaa9505,0,2024-06-30 08:54:42,wahh keren suka banget acara nontong orang pinterr gini banyakij acara kaya gini ya minn,,positive,0.8928507373676277,positive,0.995,positive
Kok GK ada suara nya si,@RiskaDamayanti-p6e,0,2024-06-30 08:54:45,kok tidak ada suara nya si,,negative,0.8140039969550704,negative,0.8891,negative
"KERENNN BANGETT SEMUANYA AMAZED, terimakasih banyak sama ruang guru yang udah bikin acara se wow ini layak banget buat ditonton dan viral..<br><br>Bangga banget sama kak maxwell, kak chindita, davin, dan emil kalian keren good job uner hebatt",@sholawatunnariyah,3,2024-06-30 08:54:48,kerenn bangett semuanya amazed terimakasih banyak sama ruang guru yang sudah bikin acara se wow ini layak banget buat ditonton dan viral bangga banget sama kak maxwell kak chindita davin dan emil kalian keren good job uner hebatt,,positive,0.9352374217383274,positive,0.9954,positive
UI yh GG GG😂,@muhamadakbar2435,0,2024-06-30 08:54:54,ui yh gg gg,,neutral,0.3837626738768052,neutral,0.8482,neutral
"Z berharap semoga pemenang dari universitas war korea yaitu SNU university ada hyunbin, dohyun, hyunseok, n hyunmin bisa hadir di university war indonesia pasti lebih keren acarax klw mereka yg diundang.",@reskifatmala2555,0,2024-06-30 08:54:57,z berharap semoga pemenang dari universitas war korea yaitu snu university ada hyunbin dohyun hyunseok n hyunmin bisa hadir di university war indonesia pasti lebih keren acarax kalau mereka yang diundang,,positive,0.7450979233659877,positive,0.9914,positive
tolong buat pertanyaan tentang solusi mengentaskan kemiskinan di Indonesia,@brokoli6160,0,2024-06-30 08:55:05,tolong buat pertanyaan tentang solusi mengentaskan kemiskinan di indonesia,,neutral,0.5508230239980733,neutral,0.9749,neutral
Minimal ada cara penyelesaiannya biar penonton yang gak pinter ini juga tau..,@chikorita3476,0,2024-06-30 08:55:19,minimal ada cara penyelesaiannya biar penonton yang tidak pinter ini juga tau,,neutral,0.6204432014159109,negative,0.5918,negative
Kalian hebat🎉🎉🎉,@Kyn4uu,0,2024-06-30 08:55:56,kalian hebat,,positive,0.7268355167362331,positive,0.9947,positive
Gilak keren abis inimah❤,@afnis99,0,2024-06-30 08:56:09,gilak keren abis inimah,,positive,0.827034730682938,positive,0.9955,positive
Tolong jangan di percepat penjelasannya dong pengen tau juga cara ngerjainnya,@hlen967,0,2024-06-30 08:56:30,tolong jangan di percepat penjelasannya dong pengen tau juga cara ngerjainnya,,neutral,0.777596074213507,neutral,0.9768,neutral
plsss seruu bangettt acara ini bikin aku makin semangat belajar😍😍,@alikhamila,0,2024-06-30 08:56:32,plss seruu bangett acara ini bikin aku makin semangat belajar,,positive,0.8529468853860127,positive,0.9949,positive
"Seru banget, ngingetin gw tentang Super Brain Game Shownya negara china.",@ricky1747,0,2024-06-30 08:56:36,seru banget ngingetin gw tentang super brain game shownya negara china,,positive,0.8545291813371088,positive,0.9916,positive
"ITS OKEY YG GA LOLOS KE BABAK BERIKUT NYA, KALIAN UDAH KEREEENNNNNNNN SEKALI🥹🥰",@ratnaidr,0,2024-06-30 08:56:45,its okey yang tidak lolos ke babak berikut nya kalian sudah kereenn sekali,,positive,0.7266016180280547,positive,0.9948,positive
"kerennn banget, ampe mau nangisss",@hennysimanjuntak7241,0,2024-06-30 08:57:21,kerenn banget ampe mau nangiss,,positive,0.8345479941491605,positive,0.9955,positive
I&#39;d honestly be surprised if an IR student survive in this type of competition. Nice try Ibnu!,@zzz_sunshine,0,2024-06-30 08:57:21,i d honestly be surprised if an ir student survive in this type of competition nice try ibnu,,neutral,0.3593238778968481,positive,0.9909,positive
Yg terakhir lycaa bilang takut dirujak netijen 😢 tolong ya netijen yg ke eliminasi jgn dirujak mereka itu jenius2 dibanding kita2 ketimbang nonton doang ama komen jadi gausa galak2 apalagi julid 😂 nikmatin aja,@Masakdenganairin,554,2024-06-30 08:57:23,yang terakhir lycaa bilang takut dirujak netijen tolong ya netijen yang ke eliminasi jgn dirujak mereka itu jenius dibanding kita ketimbang nonton saja ama komen jadi gausa galak apalagi julid nikmatin saja,,negative,0.6364295557814706,negative,0.6529,negative
"Ya Allah, semoga nular pinternya🙏🏻",@pptmmia07,0,2024-06-30 08:57:25,ya allah semoga nular pinternya,,positive,0.5154135796132848,negative,0.9551,negative
Yesaya said at the beginning: this is too easy,@RekzAjaLah,1,2024-06-30 08:57:31,yesaya said at the beginning this is too easy,,neutral,0.3719929031205886,positive,0.5981,positive
"Seruuuuuu banget sumpah, acara2 kayak gini harus terus ada di indo, berkualitas",@LBogor,0,2024-06-30 08:57:32,seruu banget sumpah acara seperti gini harus terus ada di indo berkualitas,,positive,0.8028192009613574,positive,0.9948,positive
"Harus koleb sama boy William supaya makin keren kaya program ka boy keren, ini kurang",@z...2602,0,2024-06-30 08:57:39,harus koleb sama boy william supaya makin keren kaya program ka boy keren ini kurang,,positive,0.8027789397994797,positive,0.9433,positive
"Gpp yg gagal, kalian tetap hebat kok❤❤",@RizWaaa-sl1nf,0,2024-06-30 08:58:13,gpp yang gagal kalian tetap hebat kok,,positive,0.5862643325722658,positive,0.9931,positive
Yesaya belagu dulu sihh wkkw,@ravimzr122,0,2024-06-30 08:58:40,yesaya belagu dulu sihh wkkw,,neutral,0.3678828689108002,negative,0.7572,negative
KERENNNNNNNNN🔥🔥🔥🔥🔥,@auliarahardayani9877,0,2024-06-30 08:59:12,kerenn,,positive,0.8127249596989197,positive,0.9954,positive
Keren amat woyyy anjerrr,@srinoviyantilestari4829,0,2024-06-30 08:59:36,keren amat woyy anjerr,,positive,0.8076697463590042,positive,0.9947,positive
Semuanya kerennnn sihhh,@ameliareskiahhakiki9227,0,2024-06-30 09:00:17,semuanya kerenn sihh,,positive,0.7413422817331564,positive,0.9952,positive
"Sepanjang menonton, merinding mulu. Kalian hebat semuaaaaa ❤",@megamean1201,0,2024-06-30 09:00:28,sepanjang menonton merinding mulu kalian hebat semuaa,,positive,0.8283939319936433,positive,0.9947,positive
MAUDYYY KEREEENNN,@FarrelsiPaeng,0,2024-06-30 09:01:00,maudyy kereenn,,positive,0.7366137854914205,positive,0.994,positive
"sumpah kalian keren banget, buat yg gagal semangat kalian jga hebat kok respect❤🙏",@feal.jr_,0,2024-06-30 09:01:12,sumpah kalian keren banget buat yang gagal semangat kalian juga hebat kok respect,,positive,0.9340803162914618,positive,0.9949,positive
Kereeeen banget. Plis banyakin bahas2 soalnya juga kak. Biar yg nonton ikutan pinter 😅,@septiyanika280,0,2024-06-30 09:01:18,kereen banget plis banyakin bahas soalnya juga kak biar yang nonton ikutan pinter,,positive,0.5711988183766796,positive,0.9916,positive
"tetep hebat bangett walaupun ga lolos babak inii, mangatt",@dhiyasafirasetiyarini9270,0,2024-06-30 09:01:20,tetep hebat bangett walaupun tidak lolos babak inii mangatt,,positive,0.7225192618779678,positive,0.9943,positive
yg dislike apaan coba,@hyunfelixie,1,2024-06-30 09:01:36,yang dislike apaan coba,,neutral,0.6168189262453123,neutral,0.9772,neutral
Akhirnya Indonesia ada show yang mirip dengan university war korean show🤩,@faradiva90,1,2024-06-30 09:01:48,akhirnya indonesia ada show yang mirip dengan university war korean show,,neutral,0.4357859520293654,neutral,0.8986,neutral
SERU BGTTT,@wcndiee,0,2024-06-30 09:02:44,seru bgtt,,positive,0.7763024944507458,positive,0.9953,positive
Kereeen,@junjuls,0,2024-06-30 09:03:00,kereen,,positive,0.6634282065628492,positive,0.9949,positive
"plisss merinding dri awal smpe akhirr😣, KERENN SEMUAANYAA🫶🏻🫶🏻🫶🏻🫶🏻",@aureliavira2005,0,2024-06-30 09:03:13,pliss merinding dari awal smpe akhirr kerenn semuaanyaa,,positive,0.8121508694823215,positive,0.9934,positive
"seneng banget ada acara kayak begini, pls semoga akan ada acara kayak gini lagi nantiii 🥺🥺🥺",@daybydiy01,0,2024-06-30 09:03:25,seneng banget ada acara seperti begini pls semoga akan ada acara seperti gini lagi nantii,,positive,0.6400874085238625,positive,0.993,positive
Spechless bgtttttt,@melindasaputri3580,0,2024-06-30 09:03:44,spechless bgtt,,positive,0.5082638189124048,positive,0.8905,positive
"PLEASE AKU PALING SUKA SAMA KAK SHAKIRA, PINTER BANGET DIA, N DIA RENDAH HATI GITU, JDI GA MERASA DIA PALING BISA ATAUPUN GA MERENDAHKAN ORANG LAIN, SEMANGAT KAK SHAKIRA, SEMOGA AKU BISA KAYA KAKAK ❤🤩",@flavie_762,110,2024-06-30 09:04:03,please aku paling suka sama kak shakira pinter banget dia n dia rendah hati gitu jadi tidak merasa dia paling bisa ataupun tidak merendahkan orang lain semangat kak shakira semoga aku bisa kaya kakak,,positive,0.6188734980008931,positive,0.9867,positive
Maxwell wong jowo.. lucu nada ngomong e wkwk,@AswadunFamily,0,2024-06-30 09:04:10,maxwell wong jowo lucu nada ngomong e wkwk,,positive,0.5710509505416854,positive,0.9535,positive
KERENNN BANGETT❤🔥,@anakagungsiska492,0,2024-06-30 09:04:11,kerenn bangett,,positive,0.8079662139744972,positive,0.9955,positive
Kerennnn bangetttt aww❤,@nurulhidayati7045,0,2024-06-30 09:04:24,kerenn bangett aww,,positive,0.8079662139744972,positive,0.9954,positive
Barir go go go,@yennypuspitarini2228,0,2024-06-30 09:04:46,barir go go go,,neutral,0.4310614537085132,neutral,0.7756,neutral
ASLIII ACARA GINI HARUS DIVIRALINNNN <br>KEREN BANGETTTT ❤,@paychuu,0,2024-06-30 09:04:51,aslii acara gini harus diviralinn keren bangett,,positive,0.9049553467454344,positive,0.9953,positive
WAHHHH TERIMAKASIH RUANG GURUU UDAH BUAT ACARA KAYA GINIII TERHARU BANGETTTT DAN TOLONG TERUSKAN KONTEN2 ATAU ACARA YG BERKUALITAS KAYA GINII😭😭😭👍🤩,@fenitris,1,2024-06-30 09:05:10,wahh terimakasih ruang guruu sudah buat acara kaya ginii terharu bangett dan tolong teruskan konten atau acara yang berkualitas kaya ginii,,positive,0.809513530239543,positive,0.993,positive
Masih nunggu komentar <br>&quot;percuma pinter ngitung pinter sains kalo ga bisa ngaji 🥴🤪🥱🤭&quot;,@RikiAditia-hl5zf,0,2024-06-30 09:05:21,masih nunggu komentar quot percuma pinter ngitung pinter sains kalau tidak bisa ngaji quot,,negative,0.693034521441165,negative,0.8105,negative
ROUND 2 ADA POLANYA GASI?,@felishasast4,0,2024-06-30 09:05:24,round ada polanya gasi,,neutral,0.5600593509440907,neutral,0.7822,neutral
Gua jagoin naufal sama hanif mksh ruang guru trs ngadain yg kaya gini yah seenggaknya mengobati keinginan untuk kuliah namun harus kerja😂,@bungahusnulhitami,0,2024-06-30 09:05:25,gua jagoin naufal sama hanif mksh ruang guru terus ngadain yang kaya gini yah seenggaknya mengobati keinginan untuk kuliah namun harus kerja,,positive,0.5329396176151896,positive,0.8973,positive
Bussseeettt otaku gua pusing pas ronde 3nya hihihi😂,@Mystory12644,0,2024-06-30 09:05:36,busseett otaku gua pusing pas ronde nya hihihi,,neutral,0.4753734689886659,negative,0.9251,negative
"ah jadi pengen ikutan kannn, tapi sadar udah lulus 2th lalu wkwkwk, nyesel dikittt",@sandrinanurdiana6386,1,2024-06-30 09:05:48,ah jadi pengen ikutan kann tapi sadar sudah lulus th lalu wkwkwk nyesel dikitt,,neutral,0.466496546400376,negative,0.7566,negative
KEGAMPANGAN GITU 😭😭😭,@ahaguida8906,0,2024-06-30 09:07:15,kegampangan gitu,,neutral,0.4161375975968199,negative,0.8993,negative
Semoga bisa bikin indonesia punya inspirasi,@Vifiyes,0,2024-06-30 09:07:29,semoga bisa bikin indonesia punya inspirasi,,positive,0.6913118386242226,positive,0.9932,positive
"Kereen bngtt asliiii. Kalau boleh lahir lagi , bisa gak sih sepinter ituu 😢",@dayuana9259,0,2024-06-30 09:07:30,kereen bngtt aslii kalau boleh lahir lagi bisa tidak sih sepinter ituu,,neutral,0.3980513145753745,positive,0.9772,positive
"AAAAA SEMUANYA HEBAT&quot; DAN KERENNNN 😭😭😭😭😭 yang belum berkesempatan di babak selanjutnya, its okeee!!! KALIAN TETEP KERENNNNN 😭😭😭🩷🩷🩷",@no2211n,1,2024-06-30 09:07:49,aa semuanya hebat quot dan kerenn yang belum berkesempatan di babak selanjutnya its okee kalian tetep kerenn,,positive,0.8402308078006518,positive,0.9954,positive
"buat adek” yg belum lolos ke tahap selanjutnya, sedih kesel kecewa marah itu pasti, tapi jangan berlarut, kalian hebat sudah sejauh ini, jujur w pribadi IRI liat pencapaian kalian, sepanjang tayangan ini berlangsung w sedih liat diri sendiri, ga sadar tibatiba netesin air mata kenapa kok w gabisa jd mahasiswa berprestasi seperti mereka, mudah”an anak/cucu w di masa depan bisa menoreh banyak prestasi, w bangga sama kalian, kalian putra putri hebat terbaik, BANGGA BANGET SAMA KALIAN, JANGAN PATAH SEMANGAT TEMAN TEMAN",@ilhamalbantanie,34,2024-06-30 09:07:50,buat adek yang belum lolos ke tahap selanjutnya sedih kesel kecewa marah itu pasti tapi jangan berlarut kalian hebat sudah sejauh ini jujur w pribadi iri liat pencapaian kalian sepanjang tayangan ini berlangsung w sedih liat diri sendiri tidak sadar tibatiba netesin air mata kenapa kok w gabisa jd mahasiswa berprestasi seperti mereka mudah an anak cucu w di masa depan bisa menoreh banyak prestasi w bangga sama kalian kalian putra putri hebat terbaik bangga banget sama kalian jangan patah semangat teman teman,,positive,0.7904499063714893,positive,0.9908,positive
WAHHHHH KEREN BANGETTTTTTTTTTTTTTTTTTTT,@reffaganang409,0,2024-06-30 09:08:38,wahh keren bangett,,positive,0.8882671132615384,positive,0.9953,positive
bangga liatnya,@desiramayani3010,0,2024-06-30 09:08:38,bangga liatnya,,positive,0.7341298786150535,positive,0.9945,positive
Seneng banget nonton orang-orang pinter😂,@riskanailaz,0,2024-06-30 09:09:12,seneng banget nonton orang orang pinter,,positive,0.8098584969296705,positive,0.9947,positive
Lebih penasaran mereka cara ngerjain soalnya gimanaa,@isniizzatunnisa3681,0,2024-06-30 09:09:17,lebih penasaran mereka cara ngerjain soalnya gimanaa,,neutral,0.4885571634465107,neutral,0.9664,neutral
coba soalnya di share biar bisa Jd challenge...,@khofifahyulianti9037,0,2024-06-30 09:09:24,coba soalnya di share biar bisa jd challenge,,neutral,0.4317469192133667,neutral,0.8412,neutral
selamat kalian hebat banget semuaaa… yang gak lolos semangat kalian juga keren nangis banget gue liat iniii 😭😭😭,@azislimmus,0,2024-06-30 09:09:47,selamat kalian hebat banget semuaa yang tidak lolos semangat kalian juga keren nangis banget gue liat inii,,positive,0.8893332740036531,positive,0.9941,positive
Masukan buat panitia. Harusnya yang udah berhasil jawab ditampilin juga berapa lama mereka berhasil jawabnya. Terus tampilin juga soal di layar biar penonton bisa ikutan bisa jawab dan bandingin berapa lama mereka berhasil jawab,@kaleci22,39,2024-06-30 09:09:54,masukan buat panitia harusnya yang sudah berhasil jawab ditampilin juga berapa lama mereka berhasil jawabnya terus tampilin juga soal di layar biar penonton bisa ikutan bisa jawab dan bandingin berapa lama mereka berhasil jawab,,negative,0.5749482601061562,neutral,0.5362,neutral
Masya Allah anak-anak hebat 🎉,@ahmadrosadi8851,0,2024-06-30 09:10:03,masya allah anak anak hebat,,positive,0.7283011746133322,positive,0.995,positive
Udah bisa masuk sana juga kalian hebat banget wooiiiiiii😢😢😢😢😢,@Mystory12644,0,2024-06-30 09:10:18,sudah bisa masuk sana juga kalian hebat banget wooii,,positive,0.7939759239000722,positive,0.9947,positive
Aku bagian planga plongo aja nonton mereka menghitung 😂🤣,@MuhajirOfficial,0,2024-06-30 09:10:53,aku bagian planga plongo saja nonton mereka menghitung,,neutral,0.4917798894538005,negative,0.7467,negative
"Keren banget kalian semua, termasuk yg ke elim. Tetep semangat, kalian semua orang hebat dan keren 🥰🔥",@acha4426,0,2024-06-30 09:11:19,keren banget kalian semua termasuk yang ke elim tetep semangat kalian semua orang hebat dan keren,,positive,0.9441800181797736,positive,0.9954,positive
Menyala Ruang Guru 🔥🔥<br>Menyala Clash of Champion 🔥🔥,@gadissulawesi,0,2024-06-30 09:12:22,menyala ruang guru menyala clash of champion,,positive,0.6954075569992405,positive,0.9476,positive
Menyala ruang guru 🔥,@kelaskita5028,0,2024-06-30 09:12:39,menyala ruang guru,,positive,0.6927203075570167,neutral,0.8722,neutral
Keren banget anak2 berprestasi indonesia 😎,@meigalim,0,2024-06-30 09:12:53,keren banget anak berprestasi indonesia,,positive,0.9141559626278214,positive,0.9955,positive
Keren parahhhhhhhh,@ekalestari6461,0,2024-06-30 09:12:57,keren parahh,,positive,0.840375825721574,positive,0.9946,positive
Andai Korea lawan indo. <br>Tp soalnya Korea beda sih sama di indo atau negara lain. Di Korea lbh rumit,@BugiBanggaDegaOfficial,0,2024-06-30 09:12:58,andai korea lawan indo tapi soalnya korea beda sih sama di indo atau negara lain di korea lebih rumit,,neutral,0.6689703804200858,neutral,0.6804,neutral
Seru banget plis😭😭,@oliviaoliv8264,0,2024-06-30 09:13:25,seru banget plis,,positive,0.8671778358929693,positive,0.9954,positive
Njirr otakku langsung insecure… baru soal dikasih langsung ngibar bendera putih 😭😭,@elsad.k2190,0,2024-06-30 09:13:56,njirr otakku langsung insecure baru soal dikasih langsung ngibar bendera putih,,negative,0.5982888684646058,negative,0.9762,negative
SOAL GINI DOANG MAH GUA JUGA GABISA 😭😭,@herniherdianty1190,0,2024-06-30 09:13:56,soal gini saja mah gua juga gabisa,,neutral,0.4326392753768871,negative,0.8862,negative
keren banget adik adik semua!!,@xixi521,0,2024-06-30 09:14:02,keren banget adik adik semua,,positive,0.8924654034378383,positive,0.9955,positive
Kasian yang ga menang ga dikasih Snack 😩.. padahal mereka butuh jugaa,@AswadunFamily,0,2024-06-30 09:14:22,kasian yang tidak menang tidak dikasih snack padahal mereka butuh jugaa,,negative,0.8026323188700717,negative,0.9691,negative
"Nonton ini merinding aja badan ku dari awal sampe selesai, pada cerdas2 sekali. Semoga anak ku bisa seperti kalian ya cerdas nya❤",@BugiBanggaDegaOfficial,0,2024-06-30 09:14:32,nonton ini merinding saja badan ku dari awal sampe selesai pada cerdas sekali semoga anak ku bisa seperti kalian ya cerdas nya,,positive,0.7114062964951725,positive,0.9827,positive
KERENNN BGT BGT BGT POKOKNYAAA!!!!,@SSPONSEL-f1r,0,2024-06-30 09:14:44,kerenn banget banget banget pokoknyaa,,positive,0.8408473754338689,positive,0.9953,positive
"Pas diumumin kompetitor barunya, FULL MERINDING",@RimaM1010,0,2024-06-30 09:14:48,pas diumumin kompetitor barunya full merinding,,positive,0.6086261075412583,positive,0.9113,positive
ini acara keren,@aas-ds6kl,0,2024-06-30 09:14:56,ini acara keren,,positive,0.832649434428475,positive,0.9942,positive
Gk sabarr nunggu kompetisi selanjutnyaaa❤,@By_Syana,0,2024-06-30 09:14:58,tidak sabarr nunggu kompetisi selanjutnyaa,,negative,0.5953702712707215,positive,0.8256,positive
Ngga sabar ih untuk persaingan besoknya lagi. Univ nya luar negri semua. Psti seru bgtttttt,@OkiOki-mn5ii,0,2024-06-30 09:15:16,tidak sabar ih untuk persaingan besoknya lagi univ nya luar negri semua psti seru bgtt,,positive,0.7868533328190016,positive,0.9934,positive
"Selagi nungguin University War season 2,, ke sini dulu lah....<br><br>Keren bgt big applause untuk ruang guru👏🏻👏🏻👏🏻<br>Terimakasih banyak sdh membuat acara sehebat ini🔥🔥🔥<br><br><a href=""http://www.youtube.com/results?search_query=%23ruangguruclashofchampions"">#RuangguruClashOfChampions</a>",@Luvgyuyu_.,1,2024-06-30 09:15:16,selagi nungguin university war season ke sini dulu lah keren banget big applause untuk ruang guru terimakasih banyak sudah membuat acara sehebat ini a href,,positive,0.8985930183855046,positive,0.9906,positive
Kak Ibnu keren bangetttt😭🔥,@MuhammadRivaldy-sj7xu,0,2024-06-30 09:15:28,kak ibnu keren bangett,,positive,0.8774386850103874,positive,0.9952,positive
kerenn,@vnp2000,0,2024-06-30 09:15:35,kerenn,,positive,0.8127249596989197,positive,0.9954,positive
"baru perkenalan aja udh merinding gueee, kerennnn kaliaannnnn 😍",@anstsyaindah,0,2024-06-30 09:15:42,baru perkenalan saja sudah merinding guee kerenn kaliaann,,positive,0.824387723009406,positive,0.9947,positive
aslii baru eps 1 aja merindingg bgtttt😭😭 semanagt kakakakakkkuu💪💪💪,@syifaauliiaa2565,0,2024-06-30 09:16:43,aslii baru eps saja merindingg bgtt semanagt kakakakakkuu,,neutral,0.3718307481336975,positive,0.9569,positive
NAGIH NONTONNYA❤ Tapi gamau ikutan ngitung takut mimisan😂,@rianiyulianajul3197,0,2024-06-30 09:16:46,nagih nontonnya tapi gamau ikutan ngitung takut mimisan,,neutral,0.3917109622627417,negative,0.9809,negative
"Kurang panjang min, 2 jam kek 😢",@ghinayatulamjad4566,0,2024-06-30 09:16:56,kurang panjang min jam kek,,negative,0.5963086368076497,negative,0.9033,negative
menyala kalian hebat 🔥,@melyflorensiaarquselya5227,0,2024-06-30 09:16:58,menyala kalian hebat,,positive,0.8055736393016003,positive,0.9948,positive
"Penjelasannya ngapa diskip njir, gw juga mau paham",@aliciandosyaraf5232,0,2024-06-30 09:16:59,penjelasannya ngapa diskip njir gw juga mau paham,,neutral,0.5391755156325705,neutral,0.8028,neutral
gw langsung salfok ficky vibes di awal ny tu bagus gitu i like it😊👍🏻,@nuradawiyah281,0,2024-06-30 09:17:02,gw langsung salfok ficky vibes di awal ny tu bagus gitu i like it,,neutral,0.4136226959048401,positive,0.9838,positive
Semuanya keren!!!🎉🎉,@singalong2066,0,2024-06-30 09:17:38,semuanya keren,,positive,0.82099819829517,positive,0.9956,positive
PESONA ORANG PINTER😋😋,@031xx9,0,2024-06-30 09:17:46,pesona orang pinter,,positive,0.6295942989881568,positive,0.9868,positive
Bakal di undang ga ya si Hyunbin😂,@Lastwidamisban,0,2024-06-30 09:18:56,bakal di undang tidak ya si hyunbin,,neutral,0.4992884956358301,neutral,0.9601,neutral
SERUUU BGT IH,@pempekpalembang26,0,2024-06-30 09:19:00,seruu banget ih,,positive,0.8172277863607674,positive,0.9952,positive
Wehhh mau lagi,@alvanos,0,2024-06-30 09:19:22,wehh mau lagi,,neutral,0.599776278205343,neutral,0.939,neutral
"shakira dominan banget, tapi positive vibe",@desiramayani3010,0,2024-06-30 09:19:27,shakira dominan banget tapi positive vibe,,positive,0.5883277024318506,positive,0.8987,positive
seru bangetttt,@jaetyong13,0,2024-06-30 09:20:31,seru bangett,,positive,0.8300062552796016,positive,0.9953,positive
Kenapa pas udh lulus baru Nemu acara giniii😩,@melinda6526,0,2024-06-30 09:20:57,kenapa pas sudah lulus baru nemu acara ginii,,positive,0.6802146831957204,neutral,0.4972,neutral
"Aku yg lihat sampek MERINDING, WAJIB VIRAL SIH",@SitiLaila11,0,2024-06-30 09:21:07,aku yang lihat sampek merinding wajib viral sih,,positive,0.6051861090773064,positive,0.9929,positive
Parah sih aku yg cuma nonton Merinding habis,@rofiqotulmaula5363,0,2024-06-30 09:21:10,parah sih aku yang cuma nonton merinding habis,,neutral,0.4253578993865798,positive,0.6659,positive
"Yg tereliminasi juga kereeen, please awas ada netizen yg hujat di pites sama Tuhan",@alfinadamayanti4147,0,2024-06-30 09:22:17,yang tereliminasi juga kereen please awas ada netizen yang hujat di pites sama tuhan,,neutral,0.4899726558721133,positive,0.7711,positive
BIKIN INSECURE 😭😭😭😭😭😭😭,@kechy_yaa,0,2024-06-30 09:22:36,bikin insecure,,negative,0.6358706011372681,negative,0.9625,negative
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2173"">36:13</a> Semangat ya kak Ibnu, setidaknya sudah ada yang mewakili Unhas untuk berlaga di perlombaan ini.  Jadi pelajaran aja sih untuk lebih teliti lagi dalam bertindak. Salam dari Makassar ;)",@ubaidillahguli,2,2024-06-30 09:22:45,a href semangat ya kak ibnu setidaknya sudah ada yang mewakili unhas untuk berlaga di perlombaan ini jadi pelajaran saja sih untuk lebih teliti lagi dalam bertindak salam dari makassar,,positive,0.6405750456179052,positive,0.9826,positive
Seru bgt bjirrr😆😆,@MuhammadRaihan-xv7qx,0,2024-06-30 09:23:02,seru banget bjirr,,positive,0.8705469599096972,positive,0.9953,positive
"siapa sih yg ngehujat kalo gagal, mereka berdiri disitu aja udah hebat bangett terbaik di univ mereka loo",@_septaaulia,0,2024-06-30 09:23:05,siapa sih yang ngehujat kalau gagal mereka berdiri disitu saja sudah hebat bangett terbaik di univ mereka loo,,positive,0.585507089201702,positive,0.9839,positive
Giliran jelasin caranya malah dipercepat 😌,@agnyesilviana4377,0,2024-06-30 09:23:05,giliran jelasin caranya malah dipercepat,,neutral,0.3911966838746543,negative,0.9079,negative
"Pokoknya harus terus berlanjut ya ... Pokoknya Ruang Guru The Best bangettttttttt ... Makasih udha kasi tontonan yang berkualitas, makasih banyak ya Ruang Guru ... 😢",@frenkypeye4372,0,2024-06-30 09:23:39,pokoknya harus terus berlanjut ya pokoknya ruang guru the best bangett makasih udha kasi tontonan yang berkualitas makasih banyak ya ruang guru,,positive,0.7719949335187278,positive,0.9936,positive
Nana😭😭😭,@alirahman1674,0,2024-06-30 09:24:02,nana,,neutral,0.5373753043060143,neutral,0.9308,neutral
Ama natasha 😌🫠,@alirahman1674,0,2024-06-30 09:24:15,ama natasha,,neutral,0.498721956663336,neutral,0.9195,neutral
"Kaget pas ada peserta yg bilang, aku takut di hujat netizen . . Heh para netizen jahat jaga tu ketikan, mereka bukan orang sembarangan loh. Kamu aja ditaro disitu paling ha ho ha ho doank... 😅",@MamaZafranOyi,0,2024-06-30 09:24:33,kaget pas ada peserta yang bilang aku takut di hujat netizen heh para netizen jahat jaga tu ketikan mereka bukan orang sembarangan loh kamu saja ditaro disitu paling ha ho ha ho doank,,negative,0.7379256540626011,negative,0.8137,negative
Berapa detik kecepatan berfikirnya membaca dan menelaah?...🤣🤣🤣,@ilhamitcikm13desapemalua-dk3zu,0,2024-06-30 09:25:23,berapa detik kecepatan berfikirnya membaca dan menelaah,,neutral,0.5477921519536809,neutral,0.9071,neutral
Ini eps 2 nya belum di-up?,@yadirahmatillah3043,0,2024-06-30 09:25:28,ini eps nya belum di up,,neutral,0.7182849695284516,neutral,0.9753,neutral
Buat editor nya kalau ada dari mereka menjelaskan metode cara pengerjaan nya mohon untuk tidack di percepat karena itu sangat membantu bagi kami2 yang menyaksikan acara iniii☺️,@nailasyifa1691,0,2024-06-30 09:25:44,buat editor nya kalau ada dari mereka menjelaskan metode cara pengerjaan nya mohon untuk tidack di percepat karena itu sangat membantu bagi kami yang menyaksikan acara inii,,neutral,0.3990065376321949,positive,0.9361,positive
Ruang guru ada klas buat cpns ga si😊,@ekayunianti392,0,2024-06-30 09:25:59,ruang guru ada klas buat cpns tidak si,,neutral,0.3905709327551825,neutral,0.9442,neutral
Aku yang gak sekolah SMA sama Kuliah mengiri liat ini😢😢,@mutoharoh3003,0,2024-06-30 09:26:31,aku yang tidak sekolah sma sama kuliah mengiri liat ini,,negative,0.5591919235355253,negative,0.9477,negative
KERENN SUMPAHHH❤,@EceSobur,1,2024-06-30 09:26:41,kerenn sumpahh,,positive,0.7887262300544998,positive,0.9955,positive
"SERU BANGET PLEASE, KALIAN KEREN KEREN BANGET WOI",@naa4_132,1,2024-06-30 09:27:56,seru banget please kalian keren keren banget woi,,positive,0.9487050212801652,positive,0.9954,positive
